Date,Open,High,Low,Close,Volume
3/28/2011,353.15,354.32,350.44,350.44,11048400
3/29/2011,347.66,350.96,346.06,350.96,12603600
3/30/2011,350.64,350.88,347.44,348.63,11764500
3/31/2011,346.36,349.8,346.06,348.5075,9786400
4/1/2011,351.11,351.5872,343.3,344.56,14952200
4/4/2011,344.31,344.6,338.4,341.19,16431600
4/5/2011,336.99,342.25,336,338.89,17240400
4/6/2011,341.22,343.9,337.14,338.04,14376400
4/7/2011,338.1,340.43,336.03,338.08,13337400
4/8/2011,339.92,340.15,333.95,335.06,13483400
4/11/2011,334.06,335.67,330.02,330.8,14248100
4/12/2011,330.49,333.73,330.2,332.4,15201400
4/13/2011,335.02,336.14,332.52,336.13,12365000
4/14/2011,334.8,336,332.06,332.42,10778600
4/15/2011,333.3,333.64,326.8,327.46,16200200
4/18/2011,326.1,332.23,320.16,331.85,21782100
4/19/2011,333.1,337.98,331.71,337.86,14977800
4/20/2011,343.51,345.75,341.5,342.41,25023800
4/21/2011,355,355.13,348.52,350.696,26921800
4/25/2011,350.34,353.75,350.3,353.009,9519500
4/26/2011,353.62,354.99,349.35,350.42,12100000
4/27/2011,352.24,352.35,347.1,350.15,12721900
4/28/2011,346.19,349.75,345.52,346.75,12891400
4/29/2011,346.78,353.95,346.666,350.13,35940900
5/2/2011,349.74,350.469,345.5,346.28,15811200
5/3/2011,347.99,349.89,345.62,348.2,11191000
5/4/2011,348.26,351.83,346.88,349.57,13901800
5/5/2011,348.4,350.95,346.05,346.75,11998900
5/6/2011,349.69,350,346.21,346.66,10004800
5/9/2011,347.86,349.2,346.5276,347.6,7312400
5/10/2011,348.89,349.69,346.66,349.45,10074700
5/11/2011,349.02,350,345.24,347.23,12000000
5/12/2011,346.12,347.12,342.27,346.57,11500000
5/13/2011,345.66,346.25,340.35,340.5,11647000
5/16/2011,339.2,341.22,332.6,333.3,16063400
5/17/2011,332,336.14,330.73,336.14,16154800
5/18/2011,336.47,341.05,336,339.87,11956300
5/19/2011,342.08,342.414,338.67,340.53,9327500
5/20/2011,339.56,340.95,335.02,335.22,12070300
5/23/2011,329.97,335.98,329.42,334.4,13700000
5/24/2011,335.5,335.899,331.34,332.19,11497400
5/25/2011,333.43,338.56,332.85,336.78,10508000
5/26/2011,335.97,336.89,334.435,335,7948600
5/27/2011,334.8,337.63,334.31,337.41,7271400
5/31/2011,341.1,347.83,341,347.83,14919800
6/1/2011,348.87,352.132,344.65,345.51,19810100
6/2/2011,346.5,347.98,344.3,346.102,12099400
6/3/2011,343.18,345.33,342.01,343.44,11187500
6/6/2011,344.84,347.05,337.81,338.04,16497900
6/7/2011,338.17,338.22,331.9,332.04,18920900
6/8/2011,331.78,334.8,330.65,332.24,11918700
6/9/2011,333.25,333.67,330.75,331.49,9824600
6/10/2011,330.55,331.66,325.51,325.9,15498400
6/13/2011,327.2,328.31,325.07,326.6,11766900
6/14/2011,330,333.25,329.31,332.44,11948900
6/15/2011,329.75,330.3,324.88,326.75,14257000
6/16/2011,326.9,328.6811,318.33,325.16,18235400
6/17/2011,328.99,329.25,319.36,320.26,21965000
6/20/2011,317.355,317.7,310.5,315.32,22880200
6/21/2011,316.68,325.8,315.2,325.3,17620800
6/22/2011,325.16,328.9,322.38,322.61,13949400
6/23/2011,318.94,331.69,318.12,331.23,19991400
6/24/2011,331.37,333.15,325.09,326.35,15707400
6/27/2011,327.59,333.9,327.25,332.04,12136200
6/28/2011,333.65,336.7,333.44,335.26,10510700
6/29/2011,336.04,336.37,331.88,334.04,12590900
6/30/2011,334.7,336.13,332.84,335.67,11534100
7/1/2011,335.95,343.5,334.2,343.26,15546900
7/5/2011,343,349.83,342.5,349.43,12680500
7/6/2011,348.95,354.1,346.71,351.76,15879500
7/7/2011,354.67,358,354,357.2,14273700
7/8/2011,353.34,360,352.2,359.71,17486900
7/11/2011,356.34,359.77,352.82,354,15809800
7/12/2011,353.53,357.68,348.62,353.75,16128900
7/13/2011,358.33,360,356.38,358.02,13987100
7/14/2011,361.01,361.61,356.34,357.77,15376200
7/15/2011,361.17,365,359.17,364.92,17302400
7/18/2011,365.43,374.65,365.28,373.8,20451900
7/19/2011,378,378.65,373.32,376.85,29255200
7/20/2011,396.12,396.27,386,386.9,33619300
7/21/2011,386.95,390.06,383.9,387.29,18804800
7/22/2011,388.32,395.05,387.75,393.3,18454600
7/25/2011,390.35,400,389.62,398.5,21064500
7/26/2011,400,404.5,399.68,403.41,17020800
7/27/2011,400.59,402.64,392.15,392.59,23547300
7/28/2011,391.62,396.99,388.13,391.82,21215500
7/29/2011,387.64,395.15,384,390.48,22592300
8/1/2011,397.78,399.5,392.37,396.75,21887000
8/2/2011,397.65,397.9,388.35,388.91,22840700
8/3/2011,390.98,393.55,382.24,392.57,26161000
8/4/2011,389.41,391.32,377.35,377.37,31121700
8/5/2011,380.44,383.5,362.57,373.62,43021100
8/8/2011,361.69,367.77,353.02,353.21,40851200
8/9/2011,361.3,374.61,355,374.01,38663700
8/10/2011,371.15,374.65,362.5,363.69,31380600
8/11/2011,370.52,375.45,364.72,373.7,26498900
8/12/2011,378.07,379.64,374.23,376.99,18892000
8/15/2011,379.63,384.97,378.09,383.41,16448000
8/16/2011,381.52,383.37,376.06,380.48,17812500
8/17/2011,382.31,384.52,378,380.44,15787900
8/18/2011,370.84,372.65,361.37,366.05,30408400
8/19/2011,362.17,367,356,356.03,27710300
8/22/2011,364.51,364.88,355.09,356.44,19118400
8/23/2011,360.3,373.64,357,373.6,23458400
8/24/2011,373.47,378.96,370.6,376.18,22366700
8/25/2011,365.08,375.45,365,373.72,31119500
8/26/2011,371.17,383.8,370.8008,383.58,22909900
8/29/2011,388.18,391.5,388,389.97,14473900
8/30/2011,388.25,391.84,386.21,389.99,14925800
8/31/2011,390.57,392.08,381.86,384.83,18663800
9/1/2011,385.82,387.3399,380.72,381.03,12275900
9/2/2011,374.74,378,371.83,374.05,15676400
9/6/2011,367.37,380.33,366.48,379.74,18203500
9/7/2011,385.56,385.6,382,383.93,12520600
9/8/2011,382.4,388.61,382.31,384.14,14862800
9/9/2011,383.93,386,375.02,377.48,20171900
9/12/2011,375.89,380.88,371.9,379.94,16708300
9/13/2011,382.14,386.21,380.25,384.62,15734300
9/14/2011,387.02,392.21,385.76,389.3,19097300
9/15/2011,391.43,393.66,389.9,392.96,14922100
9/16/2011,395.54,400.503,395.03,400.5,24946900
9/19/2011,397,413.23,395.2045,411.63,29423600
9/20/2011,415.25,422.86,411.19,413.45,27705500
9/21/2011,419.64,421.59,412,412.14,21642000
9/22/2011,401.03,409.82,396.7,401.82,34588600
9/23/2011,400.28,406.74,399.85,404.3,19509900
9/26/2011,399.86,403.98,391.3,403.17,29031300
9/27/2011,408.73,409.25,398.06,399.26,22589200
9/28/2011,400.19,403.74,396.51,397.01,15344200
9/29/2011,401.92,402.21,386.21,390.57,23253100
9/30/2011,387.12,388.89,381.18,381.32,19558600
10/3/2011,380.37,382.64,373.171,374.6,23896400
10/4/2011,374.57,381.8,354.24,372.5,44059900
10/5/2011,367.86,379.82,360.3,378.25,28088200
10/6/2011,373.33,384.78,371.8045,377.37,29020800
10/7/2011,375.78,377.74,368.489,369.8,19123500
10/10/2011,379.09,388.81,378.21,388.81,15804100
10/11/2011,392.57,403.18,391.5,400.29,21631700
10/12/2011,407.34,409.25,400.14,402.19,22224500
10/13/2011,404.98,408.43,402.85,408.43,15220900
10/14/2011,416.83,422,415.27,422,20477400
10/17/2011,421.74,426.7,415.94,419.99,24501600
10/18/2011,421.76,424.8067,415.99,422.24,31485800
10/19/2011,401.35,408.419,397.8,398.62,39430700
10/20/2011,400,400.35,394.21,395.31,19616800
10/21/2011,398.1,399.14,390.75,392.87,22187300
10/24/2011,396.18,406.5,395.4,405.77,17933500
10/25/2011,405.03,406.55,397.38,397.77,15372400
10/26/2011,401.76,402.55,393.151,400.6,16296600
10/27/2011,407.56,409,401.89,404.69,17666600
10/28/2011,403,406.35,402.51,404.95,11530100
10/31/2011,402.42,409.33,401.05,404.78,13767900
11/1/2011,397.41,399.5,393.22,396.51,18992500
11/2/2011,400.09,400.44,395.11,397.41,11691100
11/3/2011,399.07,403.4,395.36,403.07,15763800
11/4/2011,402.03,403.44,399.16,400.24,10793900
11/7/2011,399.91,400,396.13,399.73,9652700
11/8/2011,402.21,408,401.56,406.23,14301500
11/9/2011,396.97,400.89,394.23,395.28,19953000
11/10/2011,397.03,397.21,382.15,385.22,26598300
11/11/2011,386.61,388.7,380.26,384.62,23349500
11/14/2011,383.5201,385.25,378.2,379.26,15460900
11/15/2011,380.8,389.5,379.45,388.83,15386100
11/16/2011,389.25,391.14,384.32,384.77,12471800
11/17/2011,383.98,384.58,375.5,377.41,17139300
11/18/2011,378.92,379.99,374.88,374.94,13283500
11/21/2011,370.4,371.68,365.91,369.01,15999300
11/22/2011,371.02,377.93,370.94,376.51,14607900
11/23/2011,374.51,375.84,366.88,366.99,15295400
11/25/2011,368.42,371.15,363.32,363.57,9098600
11/28/2011,372.35,376.72,370.33,376.12,12371900
11/29/2011,375.84,378.83,370.2,373.2,13423400
11/30/2011,381.29,382.276,378.3,382.2,14497800
12/1/2011,382.54,389,380.75,387.93,13827900
12/2/2011,389.83,393.6299,388.58,389.7,13537700
12/5/2011,393.49,396.41,390.388,393.01,12757500
12/6/2011,392.51,394.63,389.38,390.95,10128500
12/7/2011,389.93,390.94,386.7625,389.09,10883800
12/8/2011,391.45,395.5,390.23,390.66,13441300
12/9/2011,392.85,394.04,391.03,393.62,10606900
12/12/2011,391.68,393.9,389.45,391.84,10752400
12/13/2011,393,395.4,387.1,388.81,12104600
12/14/2011,386.7,387.38,377.68,380.19,14531700
12/15/2011,383.33,383.74,378.31,378.94,9150000
12/16/2011,380.36,384.15,379.57,381.02,15052800
12/19/2011,382.47,384.85,380.48,382.21,8411800
12/20/2011,387.76,396.1,387.26,395.95,12043400
12/21/2011,396.69,397.3,392.01,396.445,9391000
12/22/2011,397,399.13,396.1,398.55,7227100
12/23/2011,399.69,403.59,399.495,403.33,9621400
12/27/2011,403.1,409.09,403.02,406.53,9467000
12/28/2011,406.89,408.25,401.34,402.64,8166500
12/29/2011,403.4,405.65,400.51,405.12,7713500
12/30/2011,403.51,406.28,403.49,405,6416500
1/3/2012,409.4,412.5,409,411.23,10793600
1/4/2012,410,414.68,409.28,413.44,9286500
1/5/2012,414.95,418.55,412.67,418.03,9688200
1/6/2012,419.77,422.75,419.22,422.4,11367600
1/9/2012,425.5001,427.75,421.35,421.73,14072300
1/10/2012,425.9101,426,421.5,423.24,9221300
1/11/2012,422.68,422.85,419.31,422.55,7681600
1/12/2012,422.28,422.9,418.75,421.39,7592400
1/13/2012,419.7,420.45,418.66,419.81,8072200
1/17/2012,424.2,425.99,422.96,424.7,8674900
1/18/2012,426.96,429.47,426.3,429.11,9885400
1/19/2012,430.15,431.369,426.51,427.75,9347800
1/20/2012,427.49,427.5,419.75,420.3,14784800
1/23/2012,422.67,428.45,422.3,427.409,10930800
1/24/2012,425.1001,425.1001,419.55,420.41,19558500
1/25/2012,454.44,454.45,443.73,446.66,34225500
1/26/2012,448.36,448.79,443.14,444.63,11570900
1/27/2012,444.34,448.48,443.77,447.28,10703900
1/30/2012,445.71,453.9,445.39,453.01,13547900
1/31/2012,455.59,458.24,453.07,456.48,13988700
